account_id,customer_id,start_date,credit_limit,apr,balance
3536830580278726,251,1999-12-16,9336,.1624,7849
201649550099288,498,2014-09-07,6922,.2224,1426
374288242422771,533,1997-02-02,13857,.1624,0
30477429936267,125,2004-03-21,18108,.1624,9911
5451343876537603,507,2015-10-01,3545,.2624,2678
6759242591308851,206,1995-06-07,6054,.2224,0
201795496095003,17,1998-03-22,20135,.1624,0
5100140946528116,110,1997-03-20,27972,.1624,0
560224875894600475,597,1995-01-15,9858,.1624,0
6767617498804561438,733,2009-05-24,9973,.1624,0
0604975886774564,367,2001-10-22,29283,.1624,6322
3547656906574739,352,2007-04-03,17952,.1624,0
5296753002532899,521,2010-08-31,19701,.1624,0
3551838338927536,593,2011-05-13,7110,.2224,0
30269251751827,62,1993-07-07,16515,.1624,0
50186346439838366,425,2007-04-18,5421,.2624,0
30274171010106,497,2010-01-22,29423,.1624,11281
56022359781970963,620,2006-07-05,6896,.2224,5221
3535648686047709,203,2015-11-30,3667,.2624,2078
3588213759785515,783,2009-01-19,7976,.2224,0
6706297602103026,788,2018-05-08,3642,.2624,0
346967040662051,294,2001-09-27,26403,.1624,0
5464904239576482,922,1991-02-24,5044,.2624,0
5602226316653296,345,2012-01-02,18345,.1624,0
3540824537678181,899,1999-12-10,5465,.2624,0
3568757246669728,534,1990-08-27,23428,.1624,0
5514428222899750,775,2002-11-15,5018,.2624,0
3553105994603936,411,1996-01-12,16436,.1624,0
3573167926506070,655,1992-05-07,6188,.2224,0
3565889475364359,161,2017-03-10,3210,.2624,2279
4175008895802902,932,1997-12-18,6550,.2224,0
5018538220945461,734,2008-06-26,23575,.1624,0
3542377362367337,108,2000-06-22,16458,.1624,0
6304942246932704,263,2004-12-31,23328,.1624,0
3547331239324059,177,2008-05-31,5579,.2624,2703
4405192928990132,495,1996-08-23,24003,.1624,0
5602249886669229,471,2015-12-10,4662,.2224,0
374283084107846,496,1993-07-27,9907,.1624,6890
3532207290470782,347,2016-08-21,3616,.2624,0
3564939827977019,481,1995-06-19,21831,.1624,9699
201576641400482,610,2003-02-04,18332,.1624,0
370569681054744,100,2010-06-23,29623,.1624,24724
374283171873102,753,2008-08-05,16383,.1624,12453
6378108967634355,557,2013-11-29,23109,.1624,0
3533007431346936,133,1998-12-10,26534,.1624,11145
3536044053617333,88,1999-08-15,12281,.1624,0
6767321600738700993,134,2007-06-04,28134,.1624,16032
6371044576373704,357,2005-05-28,11679,.1624,3985
6761472341637634229,262,1994-02-17,5769,.2624,0
6759289547336926230,713,2017-01-07,3510,.2624,3010
3546566998224120,609,2007-09-12,17368,.1624,0
3538794337681046,398,1992-07-26,29565,.1624,5695
4911921441128804073,889,2001-03-21,5721,.2624,0
67617732839333392,715,2009-01-04,20060,.1624,0
343090572601620,831,2009-10-14,16042,.1624,0
5100135076624776,816,2003-01-06,25987,.1624,0
201762314192511,437,1998-02-22,17951,.1624,0
372162153952542,736,2004-08-20,27290,.1624,25887
6331109709315118587,936,2018-12-07,4835,.2224,0
3565669134028409,131,2012-03-25,5953,.2624,3950
3563448013378025,710,1994-12-14,5468,.2624,0
3549066974073432,747,1995-03-05,27074,.1624,0
3564434773998813,54,2017-08-13,4765,.2224,0
378019673046664,258,2001-06-12,14022,.1624,10640
3536040648137381,223,2014-05-15,13435,.1624,8588
56022516504817876,535,2001-09-27,5786,.2624,0
374283667144745,866,2016-01-03,4785,.2224,0
5528632134589573,676,2009-12-27,18191,.1624,14721
3573248825797109,127,1991-11-24,6295,.2224,0
560224376158951050,879,2012-11-14,5171,.2624,0
3529728793441199,306,2015-07-09,4709,.2224,0
3587334496839315,861,1992-08-01,5173,.2624,0
374283463867945,985,2006-01-21,6329,.2224,0
5602253463583480,983,2008-10-24,5748,.2624,0
5641829401134235634,207,2000-11-13,22721,.1624,0
5007666466204146,755,1993-06-16,17108,.1624,0
374622236017116,657,2007-10-11,5552,.2624,0
5002353611426636,654,2006-09-16,11999,.1624,0
3537564200766856,984,2004-04-25,6997,.2224,0
3557589551957700,552,1994-10-08,29027,.1624,0
3567146681909685,56,1993-11-10,11336,.1624,0
5365437093212795,457,2012-07-01,23605,.1624,0
201721824846651,312,1992-01-12,24689,.1624,0
6374225844716546,715,2013-07-22,7530,.2224,0
3573038689416015,637,2006-08-10,25108,.1624,0
5610768782152295,735,1999-10-22,17221,.1624,3414
503809076442731812,683,2009-07-12,18635,.1624,0
370267809591412,689,2011-02-06,9719,.1624,0
30512964665846,632,1994-11-15,21471,.1624,0
372301425196294,894,1998-09-25,6414,.2224,0
3544297442648969,79,2000-07-31,18789,.1624,0
3549176428159271,927,2004-07-10,6565,.2224,0
4844623237353504,339,1998-10-03,7638,.2224,4797
4175000539594714,51,2011-06-23,9873,.1624,0
374622041048827,967,2001-09-03,5321,.2624,0
3575091930422652,340,2005-05-01,6108,.2224,0
201427904820679,922,1990-06-24,6795,.2224,1264
30116120256167,568,2015-02-19,3034,.2624,0
5602243785611374,523,1994-01-18,16378,.1624,0
3533435169528948,977,2016-01-18,3938,.2624,0
3572350097830856,812,2004-06-13,9495,.1624,8521
201974448147465,93,2011-07-10,23640,.1624,3668
3572874074656976,214,1998-03-06,6081,.2224,0
3572045305843663,830,2009-04-21,15508,.1624,12346
3564189102658906,568,2003-11-23,6849,.2224,0
3535202076938182,539,2013-02-27,6524,.2224,0
3554790045945011,921,2012-05-11,6554,.2224,0
5100145256171266,351,2016-03-27,3086,.2624,0
337941382036837,586,1992-07-26,28757,.1624,6721
5007663088553703,50,2007-08-26,22764,.1624,19930
560225374958331978,529,1993-09-15,22073,.1624,0
3554063155683354,491,2009-12-04,5663,.2624,0
5602248549409528,980,2000-10-27,6519,.2224,0
3571593029950505,657,2001-08-07,6752,.2224,0
3570756177507655,662,2012-07-01,5070,.2624,0
3558896340822908,723,1998-09-17,15428,.1624,15018
201948262891978,992,2003-04-23,5895,.2624,0
67069979101976845,648,2005-01-07,18836,.1624,0
3579060985991859,102,2016-11-20,4689,.2224,0
3532214678031210,138,1991-07-14,5796,.2624,3471
3534011914161894,599,2007-05-03,17447,.1624,13219
3570384219614338,608,1990-06-24,25934,.1624,0
30153812603521,645,1992-11-24,29586,.1624,0
5100172422595418,919,2005-08-11,6408,.2224,2328
5602239990274560,231,2018-09-01,4257,.2224,0
5300364832107086,959,1998-06-07,6912,.2224,5621
4838504232652,158,1991-01-21,6771,.2224,0
3582311135141951,227,2012-04-11,6042,.2224,4246
6333302850148755,811,1993-06-10,21698,.1624,17809
5602228336797319,624,1993-03-29,23581,.1624,0
3563876787261847,346,1991-05-12,27391,.1624,0
5188655961694316,545,2007-05-04,13992,.1624,11565
6304487330328260,883,2014-12-17,6455,.2224,0
4041594775430999,325,1996-08-14,14359,.1624,0
3553785406510520,766,2016-12-03,3965,.2624,0
3574484643532910,959,2007-02-10,5359,.2624,0
3565365943018125,563,2009-10-09,12480,.1624,0
3570131880838112,852,2012-11-26,5537,.2624,4198
3555241557014316,257,1993-09-15,7738,.2224,0
3550429919646611,902,2013-06-28,5598,.2624,0
5108753684410917,597,2011-05-18,22755,.1624,4475
337941069369808,202,1995-11-05,19284,.1624,0
3533445092605812,234,2001-07-01,25105,.1624,9200
4041594818304,798,2011-06-07,20516,.1624,9067
3558946512171525,978,2010-12-07,5223,.2624,1563
3574430789538807,140,1992-01-25,17028,.1624,2621
340366194554642,245,2000-02-17,8768,.1624,4748
3542833104793214,884,2005-04-30,6264,.2224,0
5589293624810643,730,2011-04-28,8012,.1624,2414
560224920605835083,260,2011-02-17,21866,.1624,15835
5602246351987656,424,2015-12-13,4215,.2224,0
5020369429061389,321,1992-12-10,6853,.2224,2947
4405005918685704,816,1998-11-19,29927,.1624,0
5520485402976115,559,1992-09-13,5816,.2624,0
30100399724667,437,1992-12-02,21500,.1624,5674
374622055600745,562,2008-05-02,10083,.1624,0
6333002851365974,374,1995-07-24,23857,.1624,0
3571847919226867,333,2006-12-26,25313,.1624,6187
201642775497247,880,1996-03-16,6530,.2224,4969
3566604057351156,1,2000-04-04,9778,.1624,2230
3545665878420377,76,2004-05-16,27838,.1624,0
3546383535639442,126,1996-04-13,6299,.2224,1459
5218335088348500,448,2009-02-23,8679,.1624,4046
3561411306308986,816,2001-09-23,17483,.1624,0
5415187237672400,7,1990-06-10,24443,.1624,0
3580670240370389,867,2012-10-08,5366,.2624,0
3583999073622930,873,1998-08-29,5860,.2624,3626
3559129685810976,235,1999-05-07,25223,.1624,18051
3579538533883983,608,2012-03-09,10074,.1624,2692
3569022321646227,273,2005-09-16,12848,.1624,10697
3565665583251757,192,1994-11-26,25158,.1624,0
3570245929135411,499,2004-11-09,6433,.2224,0
3556551331658256,169,2002-02-28,24813,.1624,5381
3587625747195609,497,1991-05-22,27490,.1624,0
3587791258439180,499,2006-01-04,6676,.2224,0
3580892227272723,936,1991-03-15,6394,.2224,0
6304389624120260045,65,2014-05-15,20118,.1624,0
3552269673294648,709,2012-05-26,6512,.2224,0
372301572960062,371,2008-03-01,18107,.1624,9629
5048378349145741,960,2009-10-10,5168,.2624,0
30191658349601,28,1998-06-06,23543,.1624,0
30435122368915,694,1992-09-11,14382,.1624,0
5602224133680857,59,2011-09-03,8955,.1624,7226
3559879865538090,302,1996-03-16,11430,.1624,0
491100805804734533,287,2005-10-22,18658,.1624,0
4911114315431735967,72,2010-12-20,23749,.1624,0
201850504659603,505,1996-01-13,6922,.2224,3994
3530904083382032,320,2013-08-07,18077,.1624,0
6376990467309865,660,1993-03-17,9413,.1624,0
3532767107069655,478,1991-06-11,7978,.2224,0
3572556957044459,302,1994-10-27,28319,.1624,0
3562973355023740,222,2009-07-13,6427,.2224,0
3528374330894391,529,1999-08-08,20364,.1624,0
3539212269993494,807,1993-05-01,25137,.1624,4536
6763599907302594932,307,1991-05-30,7029,.2224,0
3589199413877740,171,2003-11-01,19402,.1624,0
5107247877840494,729,2018-04-25,4491,.2224,2074
3577353412272528,306,2003-08-17,10097,.1624,0
6771784636878607426,830,2003-12-15,28225,.1624,19155
3572572848074696,334,1996-09-24,8362,.1624,5358
5108751206581538,730,2007-09-30,25917,.1624,0
5602224450275364,279,1992-04-29,8290,.1624,0
6395682328385039,223,2013-07-29,24313,.1624,0
